SortOrder,CruiseID,StationNum,StationNme,DBOregion,Latitude,Longitude,DataDate,DataYear,ChirkNum,gc_Polychaeta,gc_Bivalvia,gc_Crustacea,gc_Sipuncula,gc_Ophiuroidea,gc_Echinoidea,gc_Anthozoa,gc_Ascidiacea,gc_Nemertea,gc_Others,TotGC,DomTaxGCfm,ww_Polychaeta,ww_Bivalvia,ww_Crustacea,ww_Sipuncula,ww_Ophiuroidea,ww_Echinoidea,ww_Anthozoa,ww_Ascidiacea,ww_Nemertea,ww_Others,ww_TotWW,DomTaxWW,abd_Polychaeta,abd_Bivalvia,abd_Crustacea,abd_Sipuncula,abd_Ophiuroidea,abd_Echinoidea,abd_Anthozoa,abd_Ascidiacea,abd_Nemertea,abd_Others,TotAbd,DomTaxAbd
79,BLU0803,42,KF005,,70.648,-164.500,20080831,2008,42,7.58,1.90,0.11,0.00,0.00,0.00,0.62,0.08,0.59,0.13,11.02,Polychaeta,110.48,99.72,1.54,0.10,0.08,0.00,15.43,5.98,6.38,6.94,246.64,Polychaeta,457,207,227,17,13,0,3,13,17,60,1013,Polychaeta
80,BLU0803,43,KF007,,70.772,-165.629,20080822,2008,43,3.86,0.90,0.02,2.76,0.00,0.00,0.00,0.14,0.03,0.19,7.90,Polychaeta,57.09,44.02,0.33,61.32,0.25,0.00,0.00,10.08,0.30,10.37,183.77,Sipuncula,660,143,67,27,7,0,0,7,7,90,1007,Polychaeta
81,BLU0803,44,KF009,,70.773,-164.875,20080824,2008,44,5.96,0.25,0.15,0.01,0.00,0.00,0.00,0.00,0.08,0.01,6.46,Polychaeta,84.31,7.20,2.20,0.26,0.03,0.00,0.00,0.00,0.89,0.28,95.16,Polychaeta,427,137,187,3,13,0,0,3,7,20,797,Polychaeta
82,BLU0803,45,KF011,,70.895,-166.015,20080821,2008,45,7.02,0.68,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.03,7.82,Polychaeta,99.62,31.96,0.55,0.02,0.00,0.00,0.00,0.00,0.45,0.88,133.48,Polychaeta,157,97,40,0,0,0,0,0,3,7,303,Polychaeta
83,BLU0803,46,KF013,,70.897,-165.255,20080823,2008,46,37.91,3.40,0.15,0.00,0.00,0.00,0.00,0.12,0.02,0.00,41.60,Polychaeta,547.68,100.38,2.11,0.00,0.00,0.00,0.00,8.69,0.26,0.14,659.26,Polychaeta,377,193,117,0,0,0,0,7,13,20,727,Polychaeta
84,BLU0803,47,KF015,,70.897,-164.496,20080831,2008,47,1.23,0.46,0.05,0.00,0.04,0.00,0.02,0.00,0.00,0.05,1.85,Polychaeta,18.02,14.34,0.76,0.00,2.82,0.00,0.26,0.00,0.04,1.61,37.85,Polychaeta,410,183,167,0,10,0,7,0,3,23,803,Polychaeta
85,BLU0803,48,KF017,,71.021,-165.638,20080830,2008,48,2.75,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.20,0.02,3.09,Polychaeta,38.50,1.77,0.78,0.00,0.02,0.00,0.00,0.00,2.17,0.50,43.73,Polychaeta,170,157,67,0,7,0,0,0,7,23,430,Polychaeta
86,BLU0803,49,KF019,,71.022,-164.873,20080828,2008,49,1.62,0.37,0.07,0.00,0.00,0.00,0.39,0.07,0.04,6.45,9.00,Others,22.28,20.58,0.90,0.01,0.10,0.00,7.14,1.72,0.46,269.20,322.39,Others,1227,67,120,7,17,0,7,13,33,30,1520,Polychaeta
87,BLU0803,50,KF021,,71.144,-166.027,20080827,2008,50,0.67,1.11,0.03,0.00,0.00,0.00,0.00,0.00,0.24,0.03,2.06,Bivalvia,11.10,54.83,0.35,0.00,0.00,0.00,0.00,0.00,2.55,0.95,69.78,Bivalvia,197,143,13,0,0,0,0,0,7,13,373,Polychaeta
88,BLU0803,51,KF023,,71.146,-165.257,20080827,2008,51,2.62,0.66,0.25,0.61,0.57,0.00,0.00,0.00,0.00,0.00,4.71,Polychaeta,39.61,16.66,3.52,13.58,40.51,0.00,0.00,0.00,0.01,0.04,113.94,Ophiuroidea,193,157,90,3,27,0,0,0,0,13,483,Polychaeta
89,BLU0803,52,KF025,,71.146,-164.487,20080827,2008,52,9.72,1.12,0.16,3.34,1.06,0.00,0.00,0.00,0.01,0.01,15.43,Polychaeta,141.75,30.98,2.33,74.33,76.00,0.00,0.00,0.00,0.07,0.25,325.71,Polychaeta,367,143,173,3,140,0,0,0,0,43,870,Polychaeta
90,BLU0803,53,KR001,,71.120,-165.949,20080826,2008,53,1.82,1.80,0.08,0.00,0.00,0.00,0.00,0.00,0.15,0.00,3.85,Polychaeta,27.09,93.77,1.10,0.00,0.00,0.00,0.00,0.00,1.58,0.15,123.68,Bivalvia,200,183,57,0,0,0,0,0,3,10,453,Polychaeta
91,BLU0803,54,KR007,,71.122,-165.028,20080830,2008,54,5.19,1.35,0.13,0.00,0.65,0.00,0.00,0.00,0.00,0.02,7.35,Polychaeta,73.69,61.61,1.72,0.00,46.43,0.00,0.00,0.00,0.05,0.55,184.05,Polychaeta,237,227,143,0,23,0,0,0,0,30,660,Polychaeta
92,BLU0803,55,KR008,,71.122,-164.872,20080830,2008,55,6.40,3.23,0.15,0.02,0.10,0.00,0.12,0.00,0.06,0.23,10.31,Polychaeta,92.27,171.78,2.15,0.42,7.16,0.00,1.92,0.00,0.67,4.26,280.63,Bivalvia,733,223,270,30,30,0,0,0,10,33,1330,Polychaeta
93,BLU0803,56,KR009,,71.121,-164.719,20080830,2008,56,6.57,0.65,0.12,0.21,1.57,0.00,0.01,0.00,0.13,0.18,9.44,Polychaeta,93.57,23.61,1.62,4.68,112.42,0.00,0.17,0.11,1.44,16.95,254.56,Ophiuroidea,643,123,180,83,160,0,7,3,20,20,1240,Polychaeta
94,BLU0803,57,KR016,,71.072,-165.180,20080830,2008,57,6.26,0.81,0.08,0.00,0.50,0.00,0.00,0.00,0.79,0.01,8.45,Polychaeta,91.52,24.73,1.11,0.00,35.63,0.00,0.00,0.00,8.53,0.14,161.66,Polychaeta,347,163,80,0,17,0,0,3,3,23,637,Polychaeta
95,BLU0803,58,KR019,,71.072,-164.719,20080830,2008,58,7.05,0.91,0.12,0.01,1.24,0.00,0.00,0.00,0.88,0.01,10.23,Polychaeta,102.81,23.18,1.62,0.28,88.41,0.00,0.00,0.00,9.46,0.15,225.92,Polychaeta,303,167,117,3,223,0,0,0,13,37,863,Polychaeta
96,BLU0803,59,KR034,,70.973,-165.477,20080823,2008,59,2.46,0.43,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.02,3.02,Polychaeta,35.69,12.06,1.53,0.00,0.00,0.00,0.00,0.00,0.01,0.53,49.83,Polychaeta,243,107,63,0,0,0,0,0,3,27,443,Polychaeta
97,BLU0803,60,KR043,,70.921,-165.636,20080822,2008,60,5.11,0.35,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.49,Polychaeta,73.59,13.01,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.02,87.03,Polychaeta,287,180,40,0,0,0,0,0,0,10,517,Polychaeta
98,BLU0803,61,KR045,,70.922,-165.330,20080823,2008,61,7.36,0.80,0.13,2.92,0.00,0.00,0.00,0.00,0.01,0.02,11.23,Polychaeta,105.85,22.78,1.85,64.80,0.01,0.00,0.00,0.00,0.10,0.54,195.94,Polychaeta,343,143,110,3,3,0,0,0,7,23,633,Polychaeta
99,BLU0803,62,KR056,,70.873,-165.179,20080823,2008,62,8.65,1.71,0.07,1.36,0.07,0.00,0.00,0.99,0.07,0.04,12.97,Polychaeta,126.66,54.86,0.96,30.22,5.16,0.00,0.00,61.62,0.75,2.23,282.46,Polychaeta,463,183,127,10,17,0,0,10,0,57,867,Polychaeta
100,BLU0803,63,KR066,,70.823,-165.178,20080822,2008,63,5.50,1.20,0.07,2.50,0.00,0.00,0.00,0.00,0.00,0.12,9.40,Polychaeta,78.29,44.97,1.08,55.48,0.27,0.00,0.00,0.00,0.03,1.98,182.09,Polychaeta,297,137,113,3,7,0,0,0,0,17,573,Polychaeta
101,BLU0803,64,KR083,,70.722,-165.629,20080822,2008,64,5.05,1.06,0.04,0.05,0.01,0.00,0.24,0.18,0.01,0.30,6.95,Polychaeta,71.98,35.37,0.54,1.05,0.98,0.00,6.08,5.23,0.15,9.78,131.14,Polychaeta,773,173,150,60,23,0,3,40,20,63,1307,Polychaeta
102,BLU0803,65,KR095,,70.673,-165.327,20080829,2008,65,1.88,1.56,0.07,0.71,0.03,0.00,0.00,0.00,0.00,0.01,4.27,Polychaeta,25.03,64.04,0.99,15.84,2.31,0.00,0.00,0.00,0.02,0.30,108.53,Bivalvia,240,213,80,3,3,0,0,0,3,23,567,Polychaeta
103,Chinare08,19,NB11,,62.882,-174.532,20080724,2008,19,5.20,8.74,0.06,0.20,0.24,0.00,0.00,0.00,0.01,0.13,14.59,Bivalvia,95.97,243.83,0.82,4.39,17.04,0.00,0.06,0.00,0.09,2.81,365.01,Bivalvia,1415,455,85,8,20,0,3,0,8,198,2190,Polychaeta
104,Chinare08,21,NB13,,62.572,-173.573,20080724,2008,21,2.84,10.92,0.09,0.00,0.18,0.00,0.00,0.00,0.05,0.13,14.21,Bivalvia,45.54,350.41,1.13,0.01,12.96,0.00,0.00,0.00,0.58,2.93,413.57,Bivalvia,905,1005,158,5,3,0,0,0,23,78,2175,Bivalvia
105,Chinare08,23,NB15,,62.202,-171.987,20080725,2008,23,0.25,0.98,0.41,0.00,0.00,0.00,0.00,0.14,0.01,0.01,1.79,Bivalvia,3.65,49.09,5.94,0.00,0.00,0.00,0.00,10.02,0.12,0.18,68.99,Bivalvia,123,615,1045,0,0,0,0,20,3,33,1838,Crustacea
106,Chinare08,25,NB17,,61.832,-170.002,20080725,2008,25,3.31,2.77,0.72,0.00,0.00,0.00,0.00,0.00,0.03,0.00,6.83,Polychaeta,50.29,68.59,10.30,0.00,0.01,0.00,0.00,0.00,0.32,0.08,129.58,Bivalvia,1243,1868,2760,0,5,0,0,0,18,33,5925,Crustacea
107,Chinare08,27,NB19,,61.496,-168.015,20080725,2008,27,13.89,0.13,0.59,0.00,0.00,0.01,0.00,0.00,0.09,0.08,14.79,Polychaeta,201.48,5.42,8.56,0.00,0.05,0.88,0.01,0.00,0.99,1.48,218.89,Polychaeta,48068,855,3830,0,30,1338,0,0,223,183,54525,Polychaeta
108,Chinare08,29,NB28,,62.196,-169.004,20080725,2008,29,1.14,0.28,0.35,0.00,0.00,0.00,0.01,0.00,0.02,0.03,1.84,Polychaeta,16.43,15.15,4.97,0.00,0.01,0.08,0.23,0.00,0.22,2.28,39.37,Polychaeta,1993,1165,3323,0,3,200,0,0,40,40,6763,Crustacea
109,Chinare08,31,NB26,,62.427,-170.097,20080726,2008,31,1.35,0.08,0.52,0.00,0.00,0.00,0.00,0.00,0.02,0.04,2.02,Polychaeta,19.66,2.73,7.10,0.00,0.00,0.00,0.00,0.00,0.25,0.83,30.57,Polychaeta,1745,1000,5563,0,0,0,0,0,135,50,8493,Crustacea
110,Chinare08,33,NB24,,62.751,-171.633,20080726,2008,33,1.19,12.42,0.05,0.00,0.24,0.00,0.02,1.13,0.00,0.05,15.10,Bivalvia,17.83,312.75,0.60,0.00,17.14,0.00,0.31,80.44,0.01,0.84,429.91,Bivalvia,1008,1018,695,0,3,0,0,108,3,23,2855,Bivalvia
111,Chinare08,35,NB22,,63.115,-173.120,20080726,2008,35,3.35,13.12,0.75,0.00,0.00,0.00,0.00,0.00,0.90,0.15,18.28,Bivalvia,51.63,377.63,8.98,0.06,0.01,0.00,0.04,0.00,9.71,3.24,451.30,Bivalvia,770,1940,1533,38,3,0,0,0,33,180,4495,Bivalvia
112,Chinare08,37,BS01,,64.333,-171.003,20080726,2008,37,2.58,0.21,0.28,0.02,0.22,6.33,11.60,0.49,0.14,0.33,22.20,Anthozoa,39.32,11.47,3.67,0.49,15.47,575.87,190.25,12.04,1.46,22.70,872.74,Echinoidea,3083,300,1343,23,418,225,5,25,130,423,5973,Polychaeta
113,Chinare08,39,BS03,,64.336,-170.497,20080727,2008,39,9.52,1.10,0.17,0.01,0.08,0.00,0.23,0.00,0.01,1.39,12.51,Polychaeta,151.66,33.38,2.33,0.22,5.71,0.00,3.74,0.00,0.10,90.05,287.19,Polychaeta,10358,605,1793,13,173,0,0,0,33,113,13085,Polychaeta
114,Chinare08,41,BS05,,64.331,-169.497,20080727,2008,41,0.82,0.18,0.05,0.00,0.00,0.00,0.01,0.01,0.00,0.05,1.12,Polychaeta,11.73,5.26,0.73,0.00,0.03,0.00,0.11,0.45,0.01,5.10,23.41,Polychaeta,538,163,483,0,8,3,0,3,13,13,1220,Polychaeta
115,Chinare08,43,BS07,,64.335,-168.496,20080727,2008,43,3.81,4.50,3.89,0.00,0.00,0.05,0.34,0.00,0.04,2.20,14.84,Bivalvia,59.97,120.45,56.48,0.00,0.00,6.56,5.50,0.00,0.48,104.87,354.30,Bivalvia,2885,2770,11895,0,0,3,0,0,28,8,17588,Crustacea
116,Chinare08,45,BS09,,64.332,-167.503,20080727,2008,45,1.32,0.09,0.38,0.00,0.00,9.33,0.08,0.00,0.02,2.33,13.56,Echinoidea,18.10,4.36,5.32,0.07,0.12,1166.69,1.36,0.00,0.22,121.67,1317.91,Echinoidea,1618,353,2113,5,20,165,28,0,38,45,4383,Crustacea
117,Comida09,1,CBL1,,69.040,-166.593,20090727,2009,1,0.77,0.32,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01,1.13,Polychaeta,11.70,11.71,0.05,0.00,0.02,0.00,0.47,0.00,0.00,0.61,24.58,Bivalvia,1163,93,35,0,5,0,3,0,0,8,1305,Polychaeta
118,Comida09,11,CBL7,,70.733,-165.997,20090730,2009,11,1.98,2.41,0.20,2.57,0.01,0.00,0.02,0.94,0.00,0.80,8.93,Sipuncula,27.99,97.92,2.68,57.03,0.54,0.00,0.36,46.67,0.00,41.53,274.71,Bivalvia,670,215,278,28,13,0,0,15,0,73,1290,Polychaeta
119,Comida09,13,UTX24,,70.747,-164.176,20090731,2009,13,6.50,1.42,0.10,0.00,0.25,0.00,0.00,0.13,0.00,0.15,8.54,Polychaeta,93.29,36.03,1.39,0.00,17.65,0.00,0.00,9.42,0.00,8.53,166.31,Polychaeta,480,445,180,0,35,0,0,10,0,70,1220,Polychaeta
120,Comida09,14,CBL9,,70.642,-162.266,20090731,2009,14,0.24,0.13,0.08,0.00,0.00,3.21,0.00,0.01,0.00,0.02,3.69,Echinoidea,2.94,4.40,1.18,0.00,0.04,400.86,0.00,0.67,0.00,1.21,411.29,Echinoidea,285,393,138,0,3,73,0,3,0,18,910,Bivalvia
121,Comida09,17,UTX20,,71.077,-166.178,20090801,2009,17,0.82,2.88,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.07,4.79,Bivalvia,12.19,143.20,0.19,0.00,0.00,0.00,0.04,0.00,0.00,50.68,206.30,Bivalvia,200,470,65,0,5,0,0,0,0,40,780,Bivalvia
122,Comida09,2,CBL2,,69.502,-167.675,20090727,2009,2,5.12,0.48,0.05,4.24,0.02,0.00,0.00,0.11,0.00,0.05,10.07,Polychaeta,74.12,17.61,0.67,94.18,1.78,0.00,0.01,2.60,0.00,4.47,195.44,Sipuncula,1393,228,403,10,105,0,0,8,0,23,2168,Polychaeta
123,Comida09,21,CBL8,,71.485,-167.782,20090806,2009,21,0.87,7.24,0.01,0.00,0.40,0.00,0.00,0.00,0.00,0.13,8.65,Bivalvia,13.61,279.17,0.09,0.01,28.79,0.00,0.00,0.00,0.00,1.87,323.54,Bivalvia,225,493,35,3,138,0,0,0,0,15,908,Bivalvia
124,Comida09,25,UTX15,,71.242,-163.922,20090803,2009,25,4.01,3.05,0.30,0.00,0.25,0.00,0.00,0.00,0.00,0.23,7.84,Polychaeta,59.82,173.77,3.98,0.00,18.18,0.00,0.00,0.00,0.00,3.62,259.38,Bivalvia,450,340,2150,0,45,0,0,0,0,85,3070,Crustacea
125,Comida09,26,UTX18,,71.077,-162.558,20090804,2009,26,8.59,1.21,0.74,0.00,0.68,0.00,0.00,0.01,0.00,1.25,12.47,Polychaeta,115.06,38.78,10.58,0.00,48.35,0.00,0.00,0.66,0.00,14.41,227.83,Polychaeta,800,320,8205,0,155,0,30,5,0,175,9690,Crustacea
126,Comida09,27,CBL12,,70.909,-160.741,20090804,2009,27,4.06,1.31,3.09,1.91,0.01,0.01,0.21,2.11,0.00,0.22,12.93,Polychaeta,58.76,70.55,44.90,42.35,0.42,0.46,3.47,51.98,0.00,14.26,287.16,Bivalvia,2650,855,4385,83,20,113,0,55,0,188,8348,Crustacea
127,Comida09,29,CBL13,,71.298,-161.689,20090803,2009,29,10.05,2.22,3.26,14.19,0.32,0.00,0.82,0.14,0.00,0.32,31.31,Sipuncula,141.10,95.19,46.53,315.27,22.93,0.06,13.51,10.12,0.00,4.74,649.44,Sipuncula,5230,643,2843,53,70,8,0,5,0,83,8933,Polychaeta
128,Comida09,3,CBL3,,69.829,-165.500,20090728,2009,3,2.92,0.72,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.08,3.77,Polychaeta,43.10,43.99,0.84,0.00,0.04,0.00,0.00,0.00,0.00,2.46,90.44,Bivalvia,843,488,113,3,60,0,0,0,0,33,1538,Polychaeta
129,Comida09,30,UTX11,,71.453,-162.611,20090811,2009,30,3.18,5.78,0.58,0.00,0.54,0.00,0.00,0.00,0.00,0.28,10.35,Bivalvia,44.11,157.80,7.60,0.00,38.54,0.00,0.00,0.00,0.00,7.84,255.89,Bivalvia,3150,520,1390,0,40,0,0,0,0,90,5190,Polychaeta
130,Comida09,31,CBL10,,71.379,-164.712,20090809,2009,31,9.12,2.21,11.09,5.12,0.46,0.00,0.00,0.00,0.00,0.17,28.17,Crustacea,130.83,77.45,162.43,113.80,32.51,0.00,0.01,0.00,0.00,7.63,524.66,Crustacea,445,475,1248,23,98,0,13,0,0,75,2375,Crustacea
131,Comida09,33,UTX9,,71.569,-165.769,20090807,2009,33,5.48,1.05,0.11,0.00,0.19,0.00,0.00,0.00,0.00,0.03,6.85,Polychaeta,78.84,43.23,1.33,0.00,13.24,0.00,0.01,0.00,0.00,1.22,137.87,Polychaeta,465,975,115,0,5,0,20,0,0,85,1665,Bivalvia
132,Comida09,37,CBL11,,72.046,-166.340,20090807,2009,37,2.64,7.62,0.06,0.00,0.00,0.00,0.00,0.18,0.00,0.00,10.49,Bivalvia,38.91,319.81,0.75,0.00,0.00,0.00,0.00,12.67,0.00,0.07,372.22,Bivalvia,223,695,103,0,3,0,0,3,0,10,1035,Bivalvia
133,Comida09,39,UTX5,,71.702,-164.515,20090809,2009,39,6.25,2.07,0.18,1.25,0.31,0.00,0.00,0.07,0.00,0.37,10.50,Polychaeta,89.92,88.84,2.51,27.82,22.07,0.00,0.01,5.13,0.00,5.72,242.02,Polychaeta,620,685,565,5,15,0,120,5,0,95,2110,Bivalvia
134,Comida09,4,CBL5,,70.023,-163.761,20090728,2009,4,0.10,0.74,0.05,0.00,4.90,7.42,0.00,0.00,0.00,0.39,13.62,Echinoidea,1.46,23.16,0.67,0.05,350.22,927.61,0.00,0.11,0.00,17.99,1321.26,Echinoidea,410,873,335,3,95,178,0,10,0,40,1943,Bivalvia
135,Comida09,40,UTX8,,71.725,-163.456,20090810,2009,40,3.84,6.22,0.94,1.44,0.00,0.00,0.10,0.33,0.00,0.11,12.99,Bivalvia,48.98,239.45,13.65,32.00,0.00,0.00,1.67,23.29,0.00,2.88,361.92,Bivalvia,1015,390,285,55,0,0,5,25,0,100,1875,Polychaeta
136,Comida09,43,UTX1,,72.062,-164.131,20090808,2009,43,2.46,2.48,0.43,0.00,0.00,0.00,0.00,0.15,0.00,0.01,5.54,Bivalvia,37.25,100.76,6.30,0.00,0.00,0.00,0.00,3.69,0.00,0.60,148.60,Bivalvia,655,385,260,0,0,0,0,5,0,45,1350,Polychaeta
137,Comida09,44,CBL20,,72.404,-164.958,20090808,2009,44,0.85,6.88,0.18,1.42,0.00,0.00,0.00,0.00,0.00,0.02,9.35,Bivalvia,11.37,163.98,2.56,31.54,0.01,0.00,0.00,0.00,0.00,0.26,209.72,Bivalvia,300,470,83,8,5,0,0,0,0,40,905,Bivalvia
138,Comida09,45,CBL19,,72.282,-163.289,20090810,2009,45,1.47,7.39,0.11,1.27,0.18,0.00,0.00,0.17,0.00,1.66,12.26,Bivalvia,18.42,210.32,1.48,28.16,12.95,0.00,0.00,12.20,0.00,19.10,302.63,Bivalvia,348,643,85,5,3,0,0,3,0,43,1128,Bivalvia
139,Comida09,46,CBL18,,72.116,-162.055,20090810,2009,46,0.14,0.65,0.45,0.00,0.03,0.00,0.02,0.43,0.00,0.03,1.74,Bivalvia,1.70,30.65,6.33,0.00,1.87,0.00,0.27,10.51,0.00,1.34,52.67,Bivalvia,110,210,705,0,10,0,3,25,0,30,1093,Crustacea
140,Comida09,47,CBL15,,71.727,-160.718,20090811,2009,47,2.52,17.12,0.29,0.00,0.01,0.00,0.39,0.00,0.00,0.35,20.69,Bivalvia,38.16,564.38,4.30,0.00,0.43,0.00,6.47,0.00,0.00,4.04,617.77,Bivalvia,320,2363,85,0,0,0,3,0,0,30,2800,Bivalvia
141,Comida09,48,CBL14,,71.377,-159.468,20090811,2009,48,4.20,2.57,1.25,5.61,0.19,0.00,0.00,0.00,0.00,0.46,14.28,Sipuncula,60.03,92.53,18.11,124.57,13.51,0.00,0.02,0.22,0.00,10.13,319.12,Sipuncula,1208,363,570,30,15,0,15,8,0,80,2288,Polychaeta
142,Comida09,5,CBL6,,70.405,-164.482,20090728,2009,5,5.42,0.65,0.17,1.25,0.01,0.00,0.00,1.90,0.00,0.07,9.48,Polychaeta,79.40,18.62,2.46,27.79,0.62,0.00,0.00,46.38,0.00,2.71,177.98,Polychaeta,1038,438,690,10,8,0,0,8,0,55,2245,Polychaeta
143,Comida09,50,CBL16,,71.412,-157.492,20090812,2009,50,11.39,2.02,2.30,0.12,1.38,0.11,16.98,14.19,0.00,10.41,58.90,Anthozoa,168.26,111.65,29.30,2.66,98.24,13.99,278.30,346.11,0.00,571.57,1620.08,Others,3425,1830,10970,110,250,145,10,15,0,775,17530,Crustacea
144,Comida09,51,BC_mussels,,71.414,-157.492,20090816,2009,51,11.72,99.66,1.77,131.90,2.62,0.00,0.00,0.02,0.00,3.52,251.22,Sipuncula,179.17,3524.78,24.30,2931.11,187.27,0.00,0.01,1.09,0.00,176.54,7024.27,Bivalvia,5325,5815,7040,1745,253,0,18,23,0,155,20373,Crustacea
145,Comida09,8,UTX30,,70.287,-167.443,20090729,2009,8,8.13,2.62,0.13,0.03,0.00,0.00,0.45,1.13,0.00,1.58,14.08,Polychaeta,116.39,161.31,1.72,0.75,0.15,0.00,7.34,52.28,0.00,116.89,456.84,Bivalvia,800,430,645,30,20,0,10,40,0,45,2020,Polychaeta
146,Comida09,9,CBL4,,70.831,-167.787,20090729,2009,9,4.41,7.09,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.03,11.95,Bivalvia,66.75,203.46,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.81,276.36,Bivalvia,588,610,283,0,0,0,0,0,0,35,1515,Bivalvia
147,COMIDA09_SS,8,UTX30,,70.287,-167.443,20090729,2009,8,5.54,6.23,0.05,3.21,0.01,0.00,0.85,0.11,0.01,0.28,16.29,Bivalvia,80.77,368.03,0.69,71.36,0.49,0.00,21.15,8.18,0.10,11.68,562.44,Bivalvia,270,105,20,15,20,0,10,40,5,40,525,Polychaeta
148,COMIDA09_SS,13,UTX24,,70.747,-164.176,20090731,2009,13,5.82,0.63,0.16,0.00,0.01,0.00,0.93,0.00,0.02,0.05,7.62,Polychaeta,84.33,16.45,2.40,0.07,0.42,0.00,15.20,0.00,0.25,1.92,121.02,Polychaeta,260,90,35,5,5,0,5,0,10,10,420,Polychaeta
149,COMIDA09_SS,17,UTX20,,71.077,-166.178,20090801,2009,17,0.75,1.67,0.22,0.01,0.01,0.00,0.00,0.00,0.00,1.12,3.78,Bivalvia,10.91,85.64,3.16,0.18,0.55,0.00,0.00,0.00,0.03,52.72,153.18,Bivalvia,70,155,30,20,5,0,0,0,5,15,300,Bivalvia
150,COMIDA09_SS,25,UTX15,,71.242,-163.922,20090803,2009,25,2.90,2.63,0.12,1.52,0.28,0.00,0.01,0.00,0.00,0.32,7.78,Polychaeta,41.05,119.82,1.57,33.73,20.01,0.00,0.22,0.00,0.00,7.10,223.49,Bivalvia,180,125,305,5,45,0,5,0,0,25,690,Crustacea
151,COMIDA09_SS,26,UTX18,,71.077,-162.558,20090804,2009,26,7.30,1.47,0.14,3.74,0.57,0.00,0.19,0.00,0.04,0.00,13.45,Polychaeta,103.16,69.40,1.89,83.16,40.85,0.00,3.07,0.00,0.42,0.02,301.94,Polychaeta,240,110,295,5,175,0,5,0,10,5,845,Crustacea
152,COMIDA09_SS,30,UTX11,,71.453,-162.611,20090811,2009,30,4.35,7.04,0.66,0.14,1.06,0.00,0.00,0.00,1.22,0.81,15.28,Bivalvia,61.72,221.69,8.03,3.11,76.07,0.00,0.00,0.00,13.14,18.24,401.99,Bivalvia,4655,425,700,10,95,0,0,0,25,50,5960,Polychaeta
153,COMIDA09_SS,33,UTX9,,71.569,-165.769,20090807,2009,33,4.82,1.51,0.09,0.00,0.00,0.00,0.00,0.00,0.02,0.01,6.47,Polychaeta,65.80,65.92,1.37,0.00,0.00,0.00,0.00,0.00,0.24,0.31,133.63,Bivalvia,300,370,30,0,0,0,0,0,5,25,730,Bivalvia
154,COMIDA09_SS,39,UTX5,,71.702,-164.515,20090809,2009,39,2.93,2.69,0.26,0.00,0.28,0.00,0.13,0.00,0.23,0.09,6.62,Polychaeta,42.13,119.12,3.80,0.00,20.08,0.00,2.20,0.00,2.45,2.96,192.72,Bivalvia,490,160,315,0,10,0,5,0,20,30,1030,Polychaeta
155,COMIDA09_SS,40,UTX8,,71.725,-163.456,20090810,2009,40,1.17,11.59,0.70,0.09,0.00,0.00,0.11,0.00,0.01,0.03,13.70,Bivalvia,16.83,351.14,10.16,1.91,0.00,0.00,1.80,0.00,0.12,0.74,382.70,Bivalvia,565,665,110,35,0,0,5,0,15,15,1410,Bivalvia
156,COMIDA09_SS,43,UTX1,,72.062,-164.131,20090808,2009,43,5.22,6.67,0.48,3.15,0.00,0.00,0.41,0.13,0.00,0.00,16.06,Bivalvia,72.69,415.91,7.06,70.03,0.00,0.00,6.80,9.12,0.03,0.00,581.62,Bivalvia,240,170,120,5,0,0,5,5,5,0,550,Polychaeta
157,COMIDA10,10,UTX27,,70.671,-167.083,20100731,2010,10,1.31,1.00,0.27,0.79,0.00,0.00,0.00,0.00,0.00,0.54,3.92,Polychaeta,19.60,34.41,3.74,17.61,0.24,0.00,0.00,0.00,0.00,6.87,82.46,Bivalvia,233,743,130,3,3,0,0,0,0,28,1138,Bivalvia
158,COMIDA10,1010,WR1,,71.269,-160.716,20100810,2010,910,7.27,2.19,2.13,7.72,0.43,0.00,0.37,0.00,0.00,1.21,21.33,Sipuncula,103.11,68.34,29.98,171.65,30.64,0.00,6.10,0.00,0.00,48.45,458.28,Sipuncula,4805,245,1970,20,100,0,5,0,0,135,7280,Polychaeta
159,COMIDA10,1013,HSH2,,71.933,-162.668,20100805,2010,913,2.37,25.12,0.19,2.35,0.49,0.00,0.00,0.07,0.00,0.56,31.15,Bivalvia,32.29,700.56,2.78,52.12,34.76,0.00,0.00,5.30,0.00,6.87,834.67,Bivalvia,1315,1255,320,25,15,0,0,10,0,150,3090,Polychaeta
160,COMIDA10,1014,1CP1,,70.840,-163.291,20100801,2010,914,10.65,3.08,0.10,0.38,0.69,0.00,0.01,0.00,0.00,1.88,16.78,Polychaeta,153.39,183.51,1.40,8.40,48.99,0.00,0.12,0.00,0.00,38.97,434.77,Bivalvia,525,485,445,60,70,0,5,0,0,75,1665,Polychaeta
